halId_s,docType_s,doiId_s,title_s,authFullName_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,publicationDateY_i,conferenceStartDateY_i,keyword_s
hal-03425853,COMM,10.1109/ICE/ITMC52061.2021.9570244,Investigating the Impact of Visual Representations during Ideation: Towards Immersive eXperience Design,"Marc Pallot,Laurent Dupont,Sylvain Fleury,Gina Araque-Tellez,Simon Richir",,,"2021 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2021,2021,"Immersive technologies,Creativity,Visual representation,Immersion intensity"
hal-03590433,COMM,10.1109/ICE/ITMC52061.2021.9570118,Toward a systemic decision-making tool of territorial resilience based on multicriteria methodologies: The case of the DHDA Project,"Manon Enjolras,Fedoua Kasmi,Laure Morel,Laurent Dupont",,,"2021 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2021,2021,
hal-03608145,COMM,10.1109/ICE/ITMC52061.2021.9570114,Towards a Framework for the Classification of Digital Twins and their Applications,"Guillaume Pronost,Frédérique Mayer,Brunelle Marche,Mauricio Camargo,Laurent Dupont",,,"2021 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",2021,2021,
hal-03372652,COUV,,Lean Healthcare : applications et retour d’expériences des établissements hospitaliers en Lorraine,Auguste Rakotondranaivo,,,,2021,,
hal-03247542,ART,10.1007/s00163-021-00368-7,A multi-stakeholder system-based methodology to evaluate the needs of innovation ecosystems,"Mauricio Camargo,Pedro Palominos,Brunelle Marche,Francisco Toledo,Vincent Boly,Miguel Alfaro",Research in Engineering Design,Springer Verlag,,2021,,
hal-03628217,OUV,,"Innovation Economics\, Engineering and Management Handbook 1 (Main Themes)","Dimitri Uzunidis,Fedoua Kasmi,Laurent Adatto",,,,2021,,
hal-03628240,COMM,,Comment l'université peut-elle soutenir les stratégies d'économie circulaire ?,"Aina Njara Andriamantena,Sonia Veyssière,Fedoua Kasmi",,,Forum Innovation,2021,2021,
hal-03288224,COMM,,Continuous Improvement process model: A Knowledge Management approach,"Diana Cardenas-Cristancho,Davy Monticolo,Laurent Muller,Pascal Lhoste",,,CIGI-QUALITA2021 - Conférence Internationale de Génie Industriel - QUALITA,2021,2021,"Performance Improvement,Knowledge Management,Process modelling,Knowledge Capitalization,Continuous Improvement,Amélioration Continue,Amélioration de la performance,Gestion des connaissances,Modélisation des processus"
hal-03161645,ART,10.1016/j.apenergy.2021.116746,Sustainability analysis for the design of distributed energy systems: A multi-objective optimization approach,"Juan Fonseca,Jean-Marc Commenge,Mauricio Camargo,Laurent Falk,Iván Gil",Applied Energy,Elsevier,,2021,,"Renewable energy,Hybrid energy system,Inherent safety index,Hydrogen,Sustainability assessment,Decision-making"
hal-03155739,ART,10.1016/j.forpol.2021.102425,Developing the persona method to increase the commitment of non-industrial private forest owners in French forest policy priorities,"Maxence Arnould,Laure Morel,Meriem Fournier",Forest Policy and Economics,Elsevier,,2021,,
hal-03218909,ART,10.1021/acs.iecr.1c00866,Methodology for Emulsion Design Based on Emulsion Science and Expert Knowledge. Part 2: An Application in the Cosmetics Sector,"Juliana Serna,Paulo Narváez Rincón,Véronique Falk,Vincent Boly,Mauricio Camargo",Industrial and engineering chemistry research,American Chemical Society,,2021,,"Emulsion formulation,Chemical product design,Cosmetic products,Decision methodology,Early design stages,Consumer Centered Chemical Products"
hal-03625848,COMM,,Innovation and digitalization in SME’s: A research agenda,"Hanen Kooli-Chaabane,Mauricio Camargo,Vincent Boly",,,28th Annual Conference of the International Association for Management of Technology IAMOT 2019,2021,2021,
hal-03087237,ART,10.1002/aic.17117,Design of Formulated Products Integrating Heuristic Knowledge and Consumer Assessment,"Javier Arrieta-Escobar,Mauricio Camargo,Laure Morel,Fernando Bernardo,Alvaro Orjuela,Laurent Wendling",AIChE Journal,Wiley,,2021,,"Consumer assessment,Cosmetic emulsion,Heuristic knowledge,Product design,Skin moisturizer"
hal-03119192,ART,10.1016/j.scs.2021.102713,A new methodology to support smartness at the district level of metropolitan areas in emerging economies: The case of Santiago de Chile,"Francisco Ramirez,Pedro Palominos,Mauricio Camargo,Didier Grimaldi",Sustainable Cities and Society,Elsevier,,2021,,"Smart cities,Indicators,DEA analysis,Decision making,Metropolitan areas"
hal-03186697,COMM,,Digital Collaborations for the Common Good: Key Learnings from Four Community Projects,"Alejandro Salas,Giovanny Arbelaez Garces,Ferney Osorio,Laurent Dupont",,,Swiss Design Network Symposium 2021. Design as Common Good Framing Design through Pluralism and Social Values,2021,2021,"Digital Collaboration,Collaboration,Common Good,Community,Digital collaboration,Collaboration,Common good,Community"
tel-03229603,THESE,,"Améliorations des modèles et méthodes d’évaluation de l’acceptabilité des solutions innovantes. Applications dans le contexte du maintien à domicile des personnes âgées,Improvement of models and methods for the evaluation of acceptability of innovative solutions. Applications in the context of home care for elderly people",Linda Stefany Acosta Salgado,,,,2021,,"Acceptability,Innovation,Elderly home care,Risks,Acceptabilité,Innovation,Maintien à domicile,Risques"
hal-03140931,COUV,10.1007/978-3-030-61477-5_11,Progressive University Technology Transfer of Innovation Capabilities to SMEs: An Active and Modular Educational Partnership,"Mauricio Camargo,Laure Morel,Pascal Lhoste",,,,2021,,"UTT,SMEs Innovation capabilities,Open innovation,Innovation vouchers,Problem-based learning"
tel-03230230,THESE,,"Development of the open innovation capabilities of suppliers,Développement de la capacité à open innover des fournisseurs",Carlos Abraham Moya Sedan,,,,2021,,"Collaboration,Supplier,Evaluation,Innovation,Project management,Collaboration,Fournisseur,Métrologie,Innovation,Gestion de projets"
hal-03628225,COUV,,Milieu – Innovative Milieu: The Strength of Proximity Ties,Fedoua Kasmi,,,,2021,,
hal-03628219,OUV,,"Innovation Economics\, Engineering and Management Handbook 2 (Special Themes)","Dimitri Uzunidis,Fedoua Kasmi,Laurent Adatto",,,,2021,,
hal-02962107,ART,10.1016/j.energy.2020.118989,Multi-criteria Optimization for the Design and Operation of Distributed Energy Systems Considering Sustainability Dimensions,"Juan Fonseca,Jean-Marc Commenge,Mauricio Camargo,Laurent Falk,Iván Gil",Energy,Elsevier,,2021,,"Renewable energy,Power-to-gas,Multi-energy system,Seasonal storage,Energy system design,Social criterion"
hal-03318051,COUV,10.1016/B978-0-323-88506-5.50266-7,A Prospective Approach in the Design of Lignin-Based Products Supply Chains,,,,,2021,,
hal-03538191,OUV,,Management par la valeur et Lean 6 sigma : une synergie pour plus de valeur dans les organisations de santé,"Julien Husson,Jean-Pierre Grandhaye",,,,2021,,
hal-03506849,ART,10.1089/3dp.2021.0208,Optimizing Process Parameters of Direct Ink Writing for Dimensional Accuracy of Printed Layers,"Yongqiang Tu,Javier Arrieta-Escobar,Alaa Hassan,Uzair Khaleeq Uz Zaman,Ali Siadat,Gongliu Yang",3D Printing and Additive Manufacturing,Mary Ann Liebert Inc.,,2021,,"Direct ink writing,Extrusion-based 3D printing,Process parameters optimization,Dimensional accuracy,Taguchi method"
hal-03186866,ART,10.3917/maorg.040.0187,Analyse et évaluation du développement territorial durable,Fedoua Kasmi,Marché et Organisations,L'Harmattan,,2021,,
hal-03147675,ART,10.1021/acs.iecr.0c04942,A Methodology for Emulsion Design Based on Emulsion Science and Expert Knowledge. Part 1: Conceptual Approach,"Juliana Serna,Paulo Narváez Rincón,Véronique Falk,Vincent Boly,Mauricio Camargo",Industrial and engineering chemistry research,American Chemical Society,,2021,,"Emulsion formulation,Chemical product design,Cosmetic products,Decision methodology,Early design stages,Consumer Centered Chemical Products"
hal-03344448,ART,10.3390/technologies9030067,Open-Source Script for Design and 3D Printing of Porous Structures for Soil Science,"Romain Bedell,Alaa Hassan,Anne-Julie Tinet,Javier Arrieta-Escobar,Delphine Derrien,Marie-France Dignac,Vincent Boly,Stéphanie Ouvrard,Joshua Pearce",Technologies,MDPI,,2021,,Soil Science
tel-03285385,THESE,,"Fostering open innovation relationships between large corporations and startups. Implementation in the French ecosystem,Stimuler les relations d'innovation ouverte entre les grandes entreprises et les startups. Application à l’écosystème français",Alice De Bigault de Casanove,,,,2020,,"Open innovation,Startup,Large corporation,Innovation ecosystem,ISO56000 series,Innovation ouverte,Startup,Grande entreprise,Écosystème d’innovation,ISO 56000,Norme de management de l’innovation"
hal-03114693,COMM,,"Reconfiguraciones críticas : Implicaciones de ser usuario o recurso en prácticas de diseño centrado en el usuario,Critical reconfigurations: Implications of being a user or resource in user-centered design practices","Alejandro Salas,Giovanny Arbelaez Garces",,,3er Coloquio Nacional de Estudios Sociales de las Ciencias y la Tecnologías: Frente a los retos de la democracia en el siglo XXI,2020,2020,
tel-03254847,THESE,,"Short circuit valorization of thermoplastic waste for the conception by 3D printing of composite structures,Valorisation en circuit court de déchets thermoplastiques pour la conception par impression 3D de structures composites",Pavlo Santander Tapia,,,,2020,,"Supply chain,Plastic recycling,3D printing,Circular economy,Distributed recycling,Optimization,System Dynamics,Sustainability,Chaîne d'approvisionnement,Recyclage des plastiques,Impression 3D,Économie circulaire,Recyclage distribué,Optimisation,Dynamique des systèmes,Durabilité"
tel-03132500,THESE,,"Optimal Configuration of Distributed Energy Systems with Hydrogen as Energy Carrier under Sustainability Criteria,Configuration optimale des systèmes d'énergie distribuée avec l'hydrogène comme vecteur d'énergie selon les critères de durabilité",Juan Fonseca,,,,2020,,"Hydrogen,Sustainability assessment,Renewable energy,Energy system design,Power-to-gas,Multi-objective optimization,Hydrogène,Évaluation de la durabilité,Énergie renouvelable,Conception de systèmes énergétiques,Électricité-gaz,Optimisation multi-objectifs"
hal-02520650,POSTER,,Thermoplastic elastomer filaments for multi-polymer structures by fused deposition modeling,"Jennifer Villamil,A El Akroud,Sandrine Hoppe,Hakim Boudaoud,Cécile Nouvel",,,", 48ème International Colloquium of the French Polymer Society GFP",2020,2020,
hal-02917327,ART,10.1016/j.geoderma.2020.114588,3D printing: An emerging opportunity for soil science,"Javier Arrieta-Escobar,Delphine Derrien,Stéphanie Ouvrard,Elnaz Asadollahi-Yazdi,Alaa Hassan,Vincent Boly,Anne-Julie Tinet,Marie-France Dignac",Geoderma,Elsevier,,2020,,"3D printing,Additive manufacturing,Soil functions,Soil structure,Artificial soil"
hal-02984932,COMM,,Safety assessment of scenarios for the simulation-based validation process of AV with regards to its functional insufficiencies,"Tchoya Florence Koné,Eric Bonjour,Eric Levrat,Frédérique Mayer,Stéphane Géronimi",,,"30th European Safety and Reliability Conference and 15th Probabilitic Safety Assessment and Management Conference, ESREL 2020 PSAM 15",2020,2020,
hal-03492206,ART,10.1016/j.ohx.2020.e00131,Partially RepRapable automated open source bag valve mask-based ventilator,"Aliaksei Petsiuk,Nagendra G. Tanikella,Samantha Dertinger,Adam Pringle,Shane Oberloier,Joshua M. Pearce",HardwareX,Elsevier,,2020,,
hal-03492310,ART,10.1016/j.ohx.2020.e00129,Conversion of self-contained breathing apparatus mask to open source powered air-purifying particulate respirator for fire fighter COVID-19 response,"Benjamin R. Hubbard,Joshua M. Pearce",HardwareX,Elsevier,,2020,,
hal-03491391,ART,10.1016/j.ohx.2020.e00130,Open source high-temperature RepRap for 3-D printing heat-sterilizable PPE and other applications,"Noah G. Skrzypczak,Nagendra G. Tanikella,Joshua M. Pearce",HardwareX,Elsevier,,2020,,
hal-03492207,ART,10.1016/j.ohx.2020.e00135,"Parametric nasopharyngeal swab for sampling COVID-19 and other respiratory viruses: Open source design\, SLA 3-D printing and UV curing system","Nicole Gallup,Adam M. Pringle,Shane Oberloier,Nagendra G. Tanikella,Joshua M. Pearce",HardwareX,Elsevier,,2020,,
hal-03005576,COMM,,Gestion informatisée des lits : état des lieux et analyse a priori des impacts multicritères.,"Auguste Rakotondranaivo,Sophie Pottier",,,10ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers,2020,2020,
hal-02942122,COMM,10.1017/dsd.2020.257,Design Thinking to Enhance Requirements Analysis in Systems Engineering,"J. Batista,A. Hassan,E. Bonjour",,,DESIGN 2020,2020,2020,
hal-03198921,COMM,,Gestion informatisée des lits : état des lieux et analyse a priori des impacts multicritères,"Auguste Rakotondranaivo,Sophie Pottier",,,"10ème conférence Francophone en Gestion et Ingénierie des Systèmes Hospitaliers, GISEH2020",2020,2020,"Gestion des lits,Parcours de soins,Analyse d'impacts"
hal-03000609,ART,10.4067/S0718-27242020000300017,Evaluating Innovation and Export Capabilities of SMEs: Toward a Multi-Criteria Decision-Making Methodology,"Manon Enjolras,Mauricio Camargo,Christophe Schmitt",Journal of Technology Management and Innovation,Universidad Alberto Hurtado,,2020,,"SMEs,Innovation,Export,Synergies,Multicriteria analysis,Decision-Making,AHP,Flowsort"
hal-03030804,COMM,,A Biocompatible 3-D printable Cellulose-based Material for Soil Science Research,"Javier Arrieta-Escobar,Nicolas Valette,Apolline Auclerc,Delphine Derrien,Stéphanie Ouvrard,Alaa Hassan,Vincent Boly,Véronique Falk,Marie-France Dignac",,,5th International Conference on Bioinspired and Biobased Chemistry and Materials,2020,2020,
hal-03005570,COMM,,Decision support tool for the food supply chain to prevent undernutrition in the elderly at home,"Auguste Rakotondranaivo,Christine Miro,Sarah Ferhah,Nathalie Rouyer",,,SHeIC 2020 : Smart Health International Conference,2020,2020,
hal-03042960,COMM,,The challenge of SMEs’ Export: The case of Argentine wine companies,"Soledad Gili,Manon Enjolras,Mauricio Camargo",,,International Conference on Management of Technology (IAMOT),2020,2020,
hal-03042965,COMM,,A contingency approach of the SMEs internationalization practices: A case study in the United States,"Benoît Gaussin,Manon Enjolras,Vincent Boly",,,International Conference on Management of Technology (IAMOT),2020,2020,
hal-03042944,COMM,,Innovation Stories Platform: A Holistic Framework for Innovation Case Studies,"Fatima Ezzahra Hamdani,Manon Enjolras,Vincent Boly",,,International Conference on Management of Technology (IAMOT),2020,2020,
hal-03096713,COMM,,Current Approaches on Chemical Product Design: A Study of Opportunities Identification for Integrated Methodologies,"Javier Arrieta-Escobar,Mauricio Camargo,Alvaro Orjuela,Laure Morel",,,"29th International Conference of the International Association for Management of Technology, IAMOT 2020",2020,2020,
